date,Month,Day,calender day,Day_C,Year ,item,TotalSales10
11/21/2016,11,21,Monday,1,2016,3,349
11/22/2016,11,22,Tuesday,2,2016,3,405
11/23/2016,11,23,Wednesday,3,2016,3,397
11/24/2016,11,24,Thursday,4,2016,3,377
11/25/2016,11,25,Friday,5,2016,3,482
11/26/2016,11,26,Saturday,6,2016,3,462
11/27/2016,11,27,Sunday,7,2016,3,473
11/28/2016,11,28,Monday,1,2016,3,330
11/29/2016,11,29,Tuesday,2,2016,3,422
11/30/2016,11,30,Wednesday,3,2016,3,403
12/1/2016,12,1,Thursday,4,2016,3,284
12/2/2016,12,2,Friday,5,2016,3,303
12/3/2016,12,3,Saturday,6,2016,3,334
12/4/2016,12,4,Sunday,7,2016,3,351
12/5/2016,12,5,Monday,1,2016,3,231
12/6/2016,12,6,Tuesday,2,2016,3,307
12/7/2016,12,7,Wednesday,3,2016,3,255
12/8/2016,12,8,Thursday,4,2016,3,305
12/9/2016,12,9,Friday,5,2016,3,335
12/10/2016,12,10,Saturday,6,2016,3,349
12/11/2016,12,11,Sunday,7,2016,3,336
12/12/2016,12,12,Monday,1,2016,3,246
12/13/2016,12,13,Tuesday,2,2016,3,271
12/14/2016,12,14,Wednesday,3,2016,3,273
12/15/2016,12,15,Thursday,4,2016,3,266
12/16/2016,12,16,Friday,5,2016,3,316
12/17/2016,12,17,Saturday,6,2016,3,328
12/18/2016,12,18,Sunday,7,2016,3,343
12/19/2016,12,19,Monday,1,2016,3,221
12/20/2016,12,20,Tuesday,2,2016,3,277
12/21/2016,12,21,Wednesday,3,2016,3,260
12/22/2016,12,22,Thursday,4,2016,3,280
12/23/2016,12,23,Friday,5,2016,3,310
12/24/2016,12,24,Saturday,6,2016,3,330
12/25/2016,12,25,Sunday,7,2016,3,381
12/26/2016,12,26,Monday,1,2016,3,245
12/27/2016,12,27,Tuesday,2,2016,3,271
12/28/2016,12,28,Wednesday,3,2016,3,274
12/29/2016,12,29,Thursday,4,2016,3,288
12/30/2016,12,30,Friday,5,2016,3,327
12/31/2016,12,31,Saturday,6,2016,3,379
1/1/2017,1,1,Sunday,7,2017,3,362
1/2/2017,1,2,Monday,1,2017,3,235
1/3/2017,1,3,Tuesday,2,2017,3,229
1/4/2017,1,4,Wednesday,3,2017,3,258
1/5/2017,1,5,Thursday,4,2017,3,260
1/6/2017,1,6,Friday,5,2017,3,272
1/7/2017,1,7,Saturday,6,2017,3,315
1/8/2017,1,8,Sunday,7,2017,3,335
1/9/2017,1,9,Monday,1,2017,3,233
1/10/2017,1,10,Tuesday,2,2017,3,271
1/11/2017,1,11,Wednesday,3,2017,3,248
1/12/2017,1,12,Thursday,4,2017,3,290
1/13/2017,1,13,Friday,5,2017,3,305
1/14/2017,1,14,Saturday,6,2017,3,316
1/15/2017,1,15,Sunday,7,2017,3,310
1/16/2017,1,16,Monday,1,2017,3,204
1/17/2017,1,17,Tuesday,2,2017,3,258
1/18/2017,1,18,Wednesday,3,2017,3,272
1/19/2017,1,19,Thursday,4,2017,3,265
1/20/2017,1,20,Friday,5,2017,3,303
1/21/2017,1,21,Saturday,6,2017,3,298
1/22/2017,1,22,Sunday,7,2017,3,352
1/23/2017,1,23,Monday,1,2017,3,244
1/24/2017,1,24,Tuesday,2,2017,3,228
1/25/2017,1,25,Wednesday,3,2017,3,267
1/26/2017,1,26,Thursday,4,2017,3,292
1/27/2017,1,27,Friday,5,2017,3,310
1/28/2017,1,28,Saturday,6,2017,3,309
1/29/2017,1,29,Sunday,7,2017,3,329
1/30/2017,1,30,Monday,1,2017,3,241
1/31/2017,1,31,Tuesday,2,2017,3,241
2/1/2017,2,1,Wednesday,3,2017,3,325
2/2/2017,2,2,Thursday,4,2017,3,294
2/3/2017,2,3,Friday,5,2017,3,302
2/4/2017,2,4,Saturday,6,2017,3,348
2/5/2017,2,5,Sunday,7,2017,3,374
2/6/2017,2,6,Monday,1,2017,3,216
2/7/2017,2,7,Tuesday,2,2017,3,285
2/8/2017,2,8,Wednesday,3,2017,3,281
2/9/2017,2,9,Thursday,4,2017,3,326
2/10/2017,2,10,Friday,5,2017,3,336
2/11/2017,2,11,Saturday,6,2017,3,348
2/12/2017,2,12,Sunday,7,2017,3,374
2/13/2017,2,13,Monday,1,2017,3,282
2/14/2017,2,14,Tuesday,2,2017,3,258
2/15/2017,2,15,Wednesday,3,2017,3,299
2/16/2017,2,16,Thursday,4,2017,3,323
2/17/2017,2,17,Friday,5,2017,3,353
2/18/2017,2,18,Saturday,6,2017,3,366
2/19/2017,2,19,Sunday,7,2017,3,355
2/20/2017,2,20,Monday,1,2017,3,247
2/21/2017,2,21,Tuesday,2,2017,3,286
2/22/2017,2,22,Wednesday,3,2017,3,288
2/23/2017,2,23,Thursday,4,2017,3,288
2/24/2017,2,24,Friday,5,2017,3,318
2/25/2017,2,25,Saturday,6,2017,3,333
2/26/2017,2,26,Sunday,7,2017,3,353
2/27/2017,2,27,Monday,1,2017,3,271
2/28/2017,2,28,Tuesday,2,2017,3,284
3/1/2017,3,1,Wednesday,3,2017,3,362
3/2/2017,3,2,Thursday,4,2017,3,357
3/3/2017,3,3,Friday,5,2017,3,390
3/4/2017,3,4,Saturday,6,2017,3,411
3/5/2017,3,5,Sunday,7,2017,3,476
3/6/2017,3,6,Monday,1,2017,3,293
3/7/2017,3,7,Tuesday,2,2017,3,365
3/8/2017,3,8,Wednesday,3,2017,3,340
3/9/2017,3,9,Thursday,4,2017,3,353
3/10/2017,3,10,Friday,5,2017,3,393
3/11/2017,3,11,Saturday,6,2017,3,406
3/12/2017,3,12,Sunday,7,2017,3,396
3/13/2017,3,13,Monday,1,2017,3,278
3/14/2017,3,14,Tuesday,2,2017,3,349
3/15/2017,3,15,Wednesday,3,2017,3,339
3/16/2017,3,16,Thursday,4,2017,3,353
3/17/2017,3,17,Friday,5,2017,3,382
3/18/2017,3,18,Saturday,6,2017,3,445
3/19/2017,3,19,Sunday,7,2017,3,492
3/20/2017,3,20,Monday,1,2017,3,296
3/21/2017,3,21,Tuesday,2,2017,3,364
3/22/2017,3,22,Wednesday,3,2017,3,303
3/23/2017,3,23,Thursday,4,2017,3,390
3/24/2017,3,24,Friday,5,2017,3,387
3/25/2017,3,25,Saturday,6,2017,3,422
3/26/2017,3,26,Sunday,7,2017,3,472
3/27/2017,3,27,Monday,1,2017,3,294
3/28/2017,3,28,Tuesday,2,2017,3,353
3/29/2017,3,29,Wednesday,3,2017,3,331
3/30/2017,3,30,Thursday,4,2017,3,361
3/31/2017,3,31,Friday,5,2017,3,386
4/1/2017,4,1,Saturday,6,2017,3,483
4/2/2017,4,2,Sunday,7,2017,3,524
4/3/2017,4,3,Monday,1,2017,3,378
4/4/2017,4,4,Tuesday,2,2017,3,372
4/5/2017,4,5,Wednesday,3,2017,3,406
4/6/2017,4,6,Thursday,4,2017,3,436
4/7/2017,4,7,Friday,5,2017,3,470
4/8/2017,4,8,Saturday,6,2017,3,459
4/9/2017,4,9,Sunday,7,2017,3,540
4/10/2017,4,10,Monday,1,2017,3,312
4/11/2017,4,11,Tuesday,2,2017,3,379
4/12/2017,4,12,Wednesday,3,2017,3,398
4/13/2017,4,13,Thursday,4,2017,3,408
4/14/2017,4,14,Friday,5,2017,3,437
4/15/2017,4,15,Saturday,6,2017,3,502
4/16/2017,4,16,Sunday,7,2017,3,501
4/17/2017,4,17,Monday,1,2017,3,387
4/18/2017,4,18,Tuesday,2,2017,3,395
4/19/2017,4,19,Wednesday,3,2017,3,406
4/20/2017,4,20,Thursday,4,2017,3,429
4/21/2017,4,21,Friday,5,2017,3,452
4/22/2017,4,22,Saturday,6,2017,3,502
4/23/2017,4,23,Sunday,7,2017,3,514
4/24/2017,4,24,Monday,1,2017,3,325
4/25/2017,4,25,Tuesday,2,2017,3,426
4/26/2017,4,26,Wednesday,3,2017,3,424
4/27/2017,4,27,Thursday,4,2017,3,424
4/28/2017,4,28,Friday,5,2017,3,428
4/29/2017,4,29,Saturday,6,2017,3,511
4/30/2017,4,30,Sunday,7,2017,3,482
5/1/2017,5,1,Monday,1,2017,3,366
5/2/2017,5,2,Tuesday,2,2017,3,424
5/3/2017,5,3,Wednesday,3,2017,3,438
5/4/2017,5,4,Thursday,4,2017,3,472
5/5/2017,5,5,Friday,5,2017,3,548
5/6/2017,5,6,Saturday,6,2017,3,561
5/7/2017,5,7,Sunday,7,2017,3,576
5/8/2017,5,8,Monday,1,2017,3,370
5/9/2017,5,9,Tuesday,2,2017,3,388
5/10/2017,5,10,Wednesday,3,2017,3,440
5/11/2017,5,11,Thursday,4,2017,3,436
5/12/2017,5,12,Friday,5,2017,3,490
5/13/2017,5,13,Saturday,6,2017,3,536
5/14/2017,5,14,Sunday,7,2017,3,522
5/15/2017,5,15,Monday,1,2017,3,395
5/16/2017,5,16,Tuesday,2,2017,3,443
5/17/2017,5,17,Wednesday,3,2017,3,457
5/18/2017,5,18,Thursday,4,2017,3,415
5/19/2017,5,19,Friday,5,2017,3,527
5/20/2017,5,20,Saturday,6,2017,3,548
5/21/2017,5,21,Sunday,7,2017,3,607
5/22/2017,5,22,Monday,1,2017,3,386
5/23/2017,5,23,Tuesday,2,2017,3,411
5/24/2017,5,24,Wednesday,3,2017,3,410
5/25/2017,5,25,Thursday,4,2017,3,437
5/26/2017,5,26,Friday,5,2017,3,527
5/27/2017,5,27,Saturday,6,2017,3,541
5/28/2017,5,28,Sunday,7,2017,3,553
5/29/2017,5,29,Monday,1,2017,3,369
5/30/2017,5,30,Tuesday,2,2017,3,423
5/31/2017,5,31,Wednesday,3,2017,3,429
6/1/2017,6,1,Thursday,4,2017,3,488
6/2/2017,6,2,Friday,5,2017,3,494
6/3/2017,6,3,Saturday,6,2017,3,554
6/4/2017,6,4,Sunday,7,2017,3,573
6/5/2017,6,5,Monday,1,2017,3,409
6/6/2017,6,6,Tuesday,2,2017,3,479
6/7/2017,6,7,Wednesday,3,2017,3,485
6/8/2017,6,8,Thursday,4,2017,3,488
6/9/2017,6,9,Friday,5,2017,3,553
6/10/2017,6,10,Saturday,6,2017,3,523
6/11/2017,6,11,Sunday,7,2017,3,531
6/12/2017,6,12,Monday,1,2017,3,400
6/13/2017,6,13,Tuesday,2,2017,3,428
6/14/2017,6,14,Wednesday,3,2017,3,448
6/15/2017,6,15,Thursday,4,2017,3,535
6/16/2017,6,16,Friday,5,2017,3,510
6/17/2017,6,17,Saturday,6,2017,3,534
6/18/2017,6,18,Sunday,7,2017,3,573
6/19/2017,6,19,Monday,1,2017,3,380
6/20/2017,6,20,Tuesday,2,2017,3,447
6/21/2017,6,21,Wednesday,3,2017,3,480
6/22/2017,6,22,Thursday,4,2017,3,523
6/23/2017,6,23,Friday,5,2017,3,550
6/24/2017,6,24,Saturday,6,2017,3,552
6/25/2017,6,25,Sunday,7,2017,3,569
6/26/2017,6,26,Monday,1,2017,3,364
6/27/2017,6,27,Tuesday,2,2017,3,477
6/28/2017,6,28,Wednesday,3,2017,3,473
6/29/2017,6,29,Thursday,4,2017,3,468
6/30/2017,6,30,Friday,5,2017,3,501
7/1/2017,7,1,Saturday,6,2017,3,565
7/2/2017,7,2,Sunday,7,2017,3,626
7/3/2017,7,3,Monday,1,2017,3,437
7/4/2017,7,4,Tuesday,2,2017,3,518
7/5/2017,7,5,Wednesday,3,2017,3,505
7/6/2017,7,6,Thursday,4,2017,3,529
7/7/2017,7,7,Friday,5,2017,3,550
7/8/2017,7,8,Saturday,6,2017,3,596
7/9/2017,7,9,Sunday,7,2017,3,662
7/10/2017,7,10,Monday,1,2017,3,379
7/11/2017,7,11,Tuesday,2,2017,3,509
7/12/2017,7,12,Wednesday,3,2017,3,512
7/13/2017,7,13,Thursday,4,2017,3,530
7/14/2017,7,14,Friday,5,2017,3,572
7/15/2017,7,15,Saturday,6,2017,3,625
7/16/2017,7,16,Sunday,7,2017,3,618
7/17/2017,7,17,Monday,1,2017,3,407
7/18/2017,7,18,Tuesday,2,2017,3,499
7/19/2017,7,19,Wednesday,3,2017,3,511
7/20/2017,7,20,Thursday,4,2017,3,503
7/21/2017,7,21,Friday,5,2017,3,575
7/22/2017,7,22,Saturday,6,2017,3,553
7/23/2017,7,23,Sunday,7,2017,3,660
7/24/2017,7,24,Monday,1,2017,3,467
7/25/2017,7,25,Tuesday,2,2017,3,493
7/26/2017,7,26,Wednesday,3,2017,3,485
7/27/2017,7,27,Thursday,4,2017,3,520
7/28/2017,7,28,Friday,5,2017,3,528
7/29/2017,7,29,Saturday,6,2017,3,570
7/30/2017,7,30,Sunday,7,2017,3,646
7/31/2017,7,31,Monday,1,2017,3,401
8/1/2017,8,1,Tuesday,2,2017,3,418
8/2/2017,8,2,Wednesday,3,2017,3,399
8/3/2017,8,3,Thursday,4,2017,3,425
8/4/2017,8,4,Friday,5,2017,3,495
8/5/2017,8,5,Saturday,6,2017,3,520
8/6/2017,8,6,Sunday,7,2017,3,542
8/7/2017,8,7,Monday,1,2017,3,366
8/8/2017,8,8,Tuesday,2,2017,3,428
8/9/2017,8,9,Wednesday,3,2017,3,420
8/10/2017,8,10,Thursday,4,2017,3,475
8/11/2017,8,11,Friday,5,2017,3,506
8/12/2017,8,12,Saturday,6,2017,3,515
8/13/2017,8,13,Sunday,7,2017,3,558
8/14/2017,8,14,Monday,1,2017,3,368
8/15/2017,8,15,Tuesday,2,2017,3,468
8/16/2017,8,16,Wednesday,3,2017,3,422
8/17/2017,8,17,Thursday,4,2017,3,470
8/18/2017,8,18,Friday,5,2017,3,488
8/19/2017,8,19,Saturday,6,2017,3,586
8/20/2017,8,20,Sunday,7,2017,3,583
8/21/2017,8,21,Monday,1,2017,3,412
8/22/2017,8,22,Tuesday,2,2017,3,425
8/23/2017,8,23,Wednesday,3,2017,3,461
8/24/2017,8,24,Thursday,4,2017,3,473
8/25/2017,8,25,Friday,5,2017,3,492
8/26/2017,8,26,Saturday,6,2017,3,514
8/27/2017,8,27,Sunday,7,2017,3,576
8/28/2017,8,28,Monday,1,2017,3,396
8/29/2017,8,29,Tuesday,2,2017,3,471
8/30/2017,8,30,Wednesday,3,2017,3,387
8/31/2017,8,31,Thursday,4,2017,3,469
9/1/2017,9,1,Friday,5,2017,3,445
9/2/2017,9,2,Saturday,6,2017,3,482
9/3/2017,9,3,Sunday,7,2017,3,496
9/4/2017,9,4,Monday,1,2017,3,367
9/5/2017,9,5,Tuesday,2,2017,3,398
9/6/2017,9,6,Wednesday,3,2017,3,413
9/7/2017,9,7,Thursday,4,2017,3,398
9/8/2017,9,8,Friday,5,2017,3,497
9/9/2017,9,9,Saturday,6,2017,3,442
9/10/2017,9,10,Sunday,7,2017,3,515
9/11/2017,9,11,Monday,1,2017,3,335
9/12/2017,9,12,Tuesday,2,2017,3,357
9/13/2017,9,13,Wednesday,3,2017,3,374
9/14/2017,9,14,Thursday,4,2017,3,475
9/15/2017,9,15,Friday,5,2017,3,484
9/16/2017,9,16,Saturday,6,2017,3,501
9/17/2017,9,17,Sunday,7,2017,3,508
9/18/2017,9,18,Monday,1,2017,3,363
9/19/2017,9,19,Tuesday,2,2017,3,385
9/20/2017,9,20,Wednesday,3,2017,3,393
9/21/2017,9,21,Thursday,4,2017,3,432
9/22/2017,9,22,Friday,5,2017,3,459
9/23/2017,9,23,Saturday,6,2017,3,491
9/24/2017,9,24,Sunday,7,2017,3,513
9/25/2017,9,25,Monday,1,2017,3,337
9/26/2017,9,26,Tuesday,2,2017,3,415
9/27/2017,9,27,Wednesday,3,2017,3,383
9/28/2017,9,28,Thursday,4,2017,3,405
9/29/2017,9,29,Friday,5,2017,3,423
9/30/2017,9,30,Saturday,6,2017,3,482
10/1/2017,10,1,Sunday,7,2017,3,457
10/2/2017,10,2,Monday,1,2017,3,332
10/3/2017,10,3,Tuesday,2,2017,3,342
10/4/2017,10,4,Wednesday,3,2017,3,379
10/5/2017,10,5,Thursday,4,2017,3,366
10/6/2017,10,6,Friday,5,2017,3,387
10/7/2017,10,7,Saturday,6,2017,3,447
10/8/2017,10,8,Sunday,7,2017,3,507
10/9/2017,10,9,Monday,1,2017,3,312
10/10/2017,10,10,Tuesday,2,2017,3,359
10/11/2017,10,11,Wednesday,3,2017,3,400
10/12/2017,10,12,Thursday,4,2017,3,377
10/13/2017,10,13,Friday,5,2017,3,418
10/14/2017,10,14,Saturday,6,2017,3,475
10/15/2017,10,15,Sunday,7,2017,3,494
10/16/2017,10,16,Monday,1,2017,3,335
10/17/2017,10,17,Tuesday,2,2017,3,356
10/18/2017,10,18,Wednesday,3,2017,3,379
10/19/2017,10,19,Thursday,4,2017,3,399
10/20/2017,10,20,Friday,5,2017,3,421
10/21/2017,10,21,Saturday,6,2017,3,495
10/22/2017,10,22,Sunday,7,2017,3,497
10/23/2017,10,23,Monday,1,2017,3,309
10/24/2017,10,24,Tuesday,2,2017,3,391
10/25/2017,10,25,Wednesday,3,2017,3,399
10/26/2017,10,26,Thursday,4,2017,3,378
10/27/2017,10,27,Friday,5,2017,3,415
10/28/2017,10,28,Saturday,6,2017,3,444
10/29/2017,10,29,Sunday,7,2017,3,430
10/30/2017,10,30,Monday,1,2017,3,310
10/31/2017,10,31,Tuesday,2,2017,3,372
11/1/2017,11,1,Wednesday,3,2017,3,400
11/2/2017,11,2,Thursday,4,2017,3,491
11/3/2017,11,3,Friday,5,2017,3,450
11/4/2017,11,4,Saturday,6,2017,3,491
11/5/2017,11,5,Sunday,7,2017,3,517
11/6/2017,11,6,Monday,1,2017,3,366
11/7/2017,11,7,Tuesday,2,2017,3,398
11/8/2017,11,8,Wednesday,3,2017,3,398
11/9/2017,11,9,Thursday,4,2017,3,464
11/10/2017,11,10,Friday,5,2017,3,461
11/11/2017,11,11,Saturday,6,2017,3,493
11/12/2017,11,12,Sunday,7,2017,3,561
11/13/2017,11,13,Monday,1,2017,3,368
11/14/2017,11,14,Tuesday,2,2017,3,401
11/15/2017,11,15,Wednesday,3,2017,3,414
11/16/2017,11,16,Thursday,4,2017,3,442
11/17/2017,11,17,Friday,5,2017,3,449
11/18/2017,11,18,Saturday,6,2017,3,528
11/19/2017,11,19,Sunday,7,2017,3,537
11/20/2017,11,20,Monday,1,2017,3,323
11/21/2017,11,21,Tuesday,2,2017,3,425
11/22/2017,11,22,Wednesday,3,2017,3,396
11/23/2017,11,23,Thursday,4,2017,3,434
11/24/2017,11,24,Friday,5,2017,3,486
11/25/2017,11,25,Saturday,6,2017,3,471
11/26/2017,11,26,Sunday,7,2017,3,527
11/27/2017,11,27,Monday,1,2017,3,337
11/28/2017,11,28,Tuesday,2,2017,3,420
11/29/2017,11,29,Wednesday,3,2017,3,389
11/30/2017,11,30,Thursday,4,2017,3,413
12/1/2017,12,1,Friday,5,2017,3,337
12/2/2017,12,2,Saturday,6,2017,3,356
12/3/2017,12,3,Sunday,7,2017,3,351
12/4/2017,12,4,Monday,1,2017,3,261
12/5/2017,12,5,Tuesday,2,2017,3,248
12/6/2017,12,6,Wednesday,3,2017,3,294
12/7/2017,12,7,Thursday,4,2017,3,297
12/8/2017,12,8,Friday,5,2017,3,336
12/9/2017,12,9,Saturday,6,2017,3,363
12/10/2017,12,10,Sunday,7,2017,3,384
12/11/2017,12,11,Monday,1,2017,3,260
12/12/2017,12,12,Tuesday,2,2017,3,283
12/13/2017,12,13,Wednesday,3,2017,3,287
12/14/2017,12,14,Thursday,4,2017,3,315
12/15/2017,12,15,Friday,5,2017,3,353
12/16/2017,12,16,Saturday,6,2017,3,366
12/17/2017,12,17,Sunday,7,2017,3,366
12/18/2017,12,18,Monday,1,2017,3,281
12/19/2017,12,19,Tuesday,2,2017,3,304
12/20/2017,12,20,Wednesday,3,2017,3,286
12/21/2017,12,21,Thursday,4,2017,3,314
12/22/2017,12,22,Friday,5,2017,3,358
12/23/2017,12,23,Saturday,6,2017,3,331
12/24/2017,12,24,Sunday,7,2017,3,342
12/25/2017,12,25,Monday,1,2017,3,246
12/26/2017,12,26,Tuesday,2,2017,3,300
12/27/2017,12,27,Wednesday,3,2017,3,282
12/28/2017,12,28,Thursday,4,2017,3,298
12/29/2017,12,29,Friday,5,2017,3,332
12/30/2017,12,30,Saturday,6,2017,3,342
12/31/2017,12,31,Sunday,7,2017,3,402
1/1/2013,1,1,Tuesday,2,2013,4,102
1/2/2013,1,2,Wednesday,3,2013,4,110
1/3/2013,1,3,Thursday,4,2013,4,112
1/4/2013,1,4,Friday,5,2013,4,138
1/5/2013,1,5,Saturday,6,2013,4,144
1/6/2013,1,6,Sunday,7,2013,4,128
1/7/2013,1,7,Monday,1,2013,4,100
1/8/2013,1,8,Tuesday,2,2013,4,101
1/9/2013,1,9,Wednesday,3,2013,4,122
1/10/2013,1,10,Thursday,4,2013,4,120
1/11/2013,1,11,Friday,5,2013,4,119
1/12/2013,1,12,Saturday,6,2013,4,130
1/13/2013,1,13,Sunday,7,2013,4,140
1/14/2013,1,14,Monday,1,2013,4,107
1/15/2013,1,15,Tuesday,2,2013,4,108
1/16/2013,1,16,Wednesday,3,2013,4,119
1/17/2013,1,17,Thursday,4,2013,4,134
1/18/2013,1,18,Friday,5,2013,4,122
1/19/2013,1,19,Saturday,6,2013,4,127
1/20/2013,1,20,Sunday,7,2013,4,150
1/21/2013,1,21,Monday,1,2013,4,94
1/22/2013,1,22,Tuesday,2,2013,4,105
1/23/2013,1,23,Wednesday,3,2013,4,101
1/24/2013,1,24,Thursday,4,2013,4,115
1/25/2013,1,25,Friday,5,2013,4,127
1/26/2013,1,26,Saturday,6,2013,4,140
1/27/2013,1,27,Sunday,7,2013,4,152
1/28/2013,1,28,Monday,1,2013,4,96
1/29/2013,1,29,Tuesday,2,2013,4,121
1/30/2013,1,30,Wednesday,3,2013,4,103
1/31/2013,1,31,Thursday,4,2013,4,131
2/1/2013,2,1,Friday,5,2013,4,153
2/2/2013,2,2,Saturday,6,2013,4,151
2/3/2013,2,3,Sunday,7,2013,4,171
2/4/2013,2,4,Monday,1,2013,4,109
2/5/2013,2,5,Tuesday,2,2013,4,122
2/6/2013,2,6,Wednesday,3,2013,4,152
2/7/2013,2,7,Thursday,4,2013,4,137
2/8/2013,2,8,Friday,5,2013,4,136
2/9/2013,2,9,Saturday,6,2013,4,144
2/10/2013,2,10,Sunday,7,2013,4,152
2/11/2013,2,11,Monday,1,2013,4,124
2/12/2013,2,12,Tuesday,2,2013,4,108
2/13/2013,2,13,Wednesday,3,2013,4,150
2/14/2013,2,14,Thursday,4,2013,4,127
2/15/2013,2,15,Friday,5,2013,4,153
2/16/2013,2,16,Saturday,6,2013,4,135
2/17/2013,2,17,Sunday,7,2013,4,193
2/18/2013,2,18,Monday,1,2013,4,106
2/19/2013,2,19,Tuesday,2,2013,4,118
2/20/2013,2,20,Wednesday,3,2013,4,134
2/21/2013,2,21,Thursday,4,2013,4,142
2/22/2013,2,22,Friday,5,2013,4,152
2/23/2013,2,23,Saturday,6,2013,4,171
2/24/2013,2,24,Sunday,7,2013,4,161
2/25/2013,2,25,Monday,1,2013,4,98
2/26/2013,2,26,Tuesday,2,2013,4,140
2/27/2013,2,27,Wednesday,3,2013,4,141
2/28/2013,2,28,Thursday,4,2013,4,140
3/1/2013,3,1,Friday,5,2013,4,180
3/2/2013,3,2,Saturday,6,2013,4,194
3/3/2013,3,3,Sunday,7,2013,4,206
3/4/2013,3,4,Monday,1,2013,4,138
3/5/2013,3,5,Tuesday,2,2013,4,169
3/6/2013,3,6,Wednesday,3,2013,4,162
3/7/2013,3,7,Thursday,4,2013,4,169
3/8/2013,3,8,Friday,5,2013,4,176
3/9/2013,3,9,Saturday,6,2013,4,188
3/10/2013,3,10,Sunday,7,2013,4,173
3/11/2013,3,11,Monday,1,2013,4,126
3/12/2013,3,12,Tuesday,2,2013,4,148
3/13/2013,3,13,Wednesday,3,2013,4,144
3/14/2013,3,14,Thursday,4,2013,4,158
3/15/2013,3,15,Friday,5,2013,4,166
3/16/2013,3,16,Saturday,6,2013,4,186
3/17/2013,3,17,Sunday,7,2013,4,172
3/18/2013,3,18,Monday,1,2013,4,147
3/19/2013,3,19,Tuesday,2,2013,4,164
3/20/2013,3,20,Wednesday,3,2013,4,145
3/21/2013,3,21,Thursday,4,2013,4,168
3/22/2013,3,22,Friday,5,2013,4,184
3/23/2013,3,23,Saturday,6,2013,4,187
3/24/2013,3,24,Sunday,7,2013,4,197
3/25/2013,3,25,Monday,1,2013,4,135
3/26/2013,3,26,Tuesday,2,2013,4,179
3/27/2013,3,27,Wednesday,3,2013,4,160
3/28/2013,3,28,Thursday,4,2013,4,167
3/29/2013,3,29,Friday,5,2013,4,169
3/30/2013,3,30,Saturday,6,2013,4,198
3/31/2013,3,31,Sunday,7,2013,4,191
4/1/2013,4,1,Monday,1,2013,4,158
4/2/2013,4,2,Tuesday,2,2013,4,211
4/3/2013,4,3,Wednesday,3,2013,4,180
4/4/2013,4,4,Thursday,4,2013,4,184
4/5/2013,4,5,Friday,5,2013,4,209
4/6/2013,4,6,Saturday,6,2013,4,206
4/7/2013,4,7,Sunday,7,2013,4,214
4/8/2013,4,8,Monday,1,2013,4,142
4/9/2013,4,9,Tuesday,2,2013,4,186
4/10/2013,4,10,Wednesday,3,2013,4,205
4/11/2013,4,11,Thursday,4,2013,4,180
4/12/2013,4,12,Friday,5,2013,4,213
4/13/2013,4,13,Saturday,6,2013,4,234
4/14/2013,4,14,Sunday,7,2013,4,268
4/15/2013,4,15,Monday,1,2013,4,163
4/16/2013,4,16,Tuesday,2,2013,4,199
4/17/2013,4,17,Wednesday,3,2013,4,149
4/18/2013,4,18,Thursday,4,2013,4,197
4/19/2013,4,19,Friday,5,2013,4,209
4/20/2013,4,20,Saturday,6,2013,4,233
4/21/2013,4,21,Sunday,7,2013,4,234
4/22/2013,4,22,Monday,1,2013,4,134
4/23/2013,4,23,Tuesday,2,2013,4,170
4/24/2013,4,24,Wednesday,3,2013,4,170
4/25/2013,4,25,Thursday,4,2013,4,172
4/26/2013,4,26,Friday,5,2013,4,214
4/27/2013,4,27,Saturday,6,2013,4,209
4/28/2013,4,28,Sunday,7,2013,4,266
4/29/2013,4,29,Monday,1,2013,4,136
4/30/2013,4,30,Tuesday,2,2013,4,189
5/1/2013,5,1,Wednesday,3,2013,4,193
5/2/2013,5,2,Thursday,4,2013,4,217
5/3/2013,5,3,Friday,5,2013,4,240
5/4/2013,5,4,Saturday,6,2013,4,209
5/5/2013,5,5,Sunday,7,2013,4,273
5/6/2013,5,6,Monday,1,2013,4,150
5/7/2013,5,7,Tuesday,2,2013,4,194
5/8/2013,5,8,Wednesday,3,2013,4,201
5/9/2013,5,9,Thursday,4,2013,4,212
5/10/2013,5,10,Friday,5,2013,4,230
5/11/2013,5,11,Saturday,6,2013,4,222
5/12/2013,5,12,Sunday,7,2013,4,220
5/13/2013,5,13,Monday,1,2013,4,156
5/14/2013,5,14,Tuesday,2,2013,4,203
5/15/2013,5,15,Wednesday,3,2013,4,194
5/16/2013,5,16,Thursday,4,2013,4,222
5/17/2013,5,17,Friday,5,2013,4,218
5/18/2013,5,18,Saturday,6,2013,4,236
5/19/2013,5,19,Sunday,7,2013,4,242
5/20/2013,5,20,Monday,1,2013,4,135
5/21/2013,5,21,Tuesday,2,2013,4,191
5/22/2013,5,22,Wednesday,3,2013,4,203
5/23/2013,5,23,Thursday,4,2013,4,201
5/24/2013,5,24,Friday,5,2013,4,218
5/25/2013,5,25,Saturday,6,2013,4,219
5/26/2013,5,26,Sunday,7,2013,4,247
5/27/2013,5,27,Monday,1,2013,4,163
5/28/2013,5,28,Tuesday,2,2013,4,188
5/29/2013,5,29,Wednesday,3,2013,4,198
5/30/2013,5,30,Thursday,4,2013,4,194
5/31/2013,5,31,Friday,5,2013,4,250
6/1/2013,6,1,Saturday,6,2013,4,256
