sn,date,Month,Day,calender day,Day_C,Year ,item,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Day_C_1,Day_C_2,Day_C_3,Day_C_4,Day_C_5,Day_C_6,Day_C_7,4 days,3 days,2 days,1 day,TotalSales
5614,5/17/2013,5,17,Friday,5,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156,203,194,222,218
5615,5/18/2013,5,18,Saturday,6,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,203,194,222,218,236
5616,5/19/2013,5,19,Sunday,7,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194,222,218,236,242
5617,5/20/2013,5,20,Monday,1,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,222,218,236,242,135
5618,5/21/2013,5,21,Tuesday,2,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,218,236,242,135,191
5619,5/22/2013,5,22,Wednesday,3,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,236,242,135,191,203
5620,5/23/2013,5,23,Thursday,4,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,242,135,191,203,201
5621,5/24/2013,5,24,Friday,5,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,135,191,203,201,218
5622,5/25/2013,5,25,Saturday,6,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,191,203,201,218,219
5623,5/26/2013,5,26,Sunday,7,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203,201,218,219,247
5624,5/27/2013,5,27,Monday,1,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,201,218,219,247,163
5625,5/28/2013,5,28,Tuesday,2,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,218,219,247,163,188
5626,5/29/2013,5,29,Wednesday,3,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,219,247,163,188,198
5627,5/30/2013,5,30,Thursday,4,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,247,163,188,198,194
5628,5/31/2013,5,31,Friday,5,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,163,188,198,194,250
5629,6/1/2013,6,1,Saturday,6,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,188,198,194,250,256
5630,6/2/2013,6,2,Sunday,7,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,198,194,250,256,253
5631,6/3/2013,6,3,Monday,1,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,194,250,256,253,172
5632,6/4/2013,6,4,Tuesday,2,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,250,256,253,172,222
5633,6/5/2013,6,5,Wednesday,3,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,256,253,172,222,219
5634,6/6/2013,6,6,Thursday,4,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,253,172,222,219,247
5635,6/7/2013,6,7,Friday,5,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,172,222,219,247,217
5636,6/8/2013,6,8,Saturday,6,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,222,219,247,217,257
5637,6/9/2013,6,9,Sunday,7,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,219,247,217,257,265
5638,6/10/2013,6,10,Monday,1,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,247,217,257,265,207
5639,6/11/2013,6,11,Tuesday,2,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,217,257,265,207,188
5640,6/12/2013,6,12,Wednesday,3,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,257,265,207,188,202
5641,6/13/2013,6,13,Thursday,4,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,265,207,188,202,231
5642,6/14/2013,6,14,Friday,5,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,207,188,202,231,229
5643,6/15/2013,6,15,Saturday,6,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,188,202,231,229,264
5644,6/16/2013,6,16,Sunday,7,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,202,231,229,264,264
5645,6/17/2013,6,17,Monday,1,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,231,229,264,264,165
5646,6/18/2013,6,18,Tuesday,2,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,229,264,264,165,198
5647,6/19/2013,6,19,Wednesday,3,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,264,264,165,198,178
5648,6/20/2013,6,20,Thursday,4,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,264,165,198,178,203
5649,6/21/2013,6,21,Friday,5,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,165,198,178,203,255
5650,6/22/2013,6,22,Saturday,6,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,198,178,203,255,232
5651,6/23/2013,6,23,Sunday,7,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,178,203,255,232,251
5652,6/24/2013,6,24,Monday,1,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,203,255,232,251,160
5653,6/25/2013,6,25,Tuesday,2,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,255,232,251,160,208
5654,6/26/2013,6,26,Wednesday,3,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,232,251,160,208,204
5655,6/27/2013,6,27,Thursday,4,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,251,160,208,204,219
5656,6/28/2013,6,28,Friday,5,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,160,208,204,219,228
5657,6/29/2013,6,29,Saturday,6,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,208,204,219,228,244
5658,6/30/2013,6,30,Sunday,7,2013,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,204,219,228,244,253
5659,7/1/2013,7,1,Monday,1,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,219,228,244,253,174
5660,7/2/2013,7,2,Tuesday,2,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,228,244,253,174,206
5661,7/3/2013,7,3,Wednesday,3,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,244,253,174,206,221
5662,7/4/2013,7,4,Thursday,4,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,253,174,206,221,223
5663,7/5/2013,7,5,Friday,5,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,174,206,221,223,242
5664,7/6/2013,7,6,Saturday,6,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,206,221,223,242,241
5665,7/7/2013,7,7,Sunday,7,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,221,223,242,241,261
5666,7/8/2013,7,8,Monday,1,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,223,242,241,261,194
5667,7/9/2013,7,9,Tuesday,2,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,242,241,261,194,212
5668,7/10/2013,7,10,Wednesday,3,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,241,261,194,212,207
5669,7/11/2013,7,11,Thursday,4,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,261,194,212,207,253
5670,7/12/2013,7,12,Friday,5,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,194,212,207,253,283
5671,7/13/2013,7,13,Saturday,6,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,212,207,253,283,273
5672,7/14/2013,7,14,Sunday,7,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,207,253,283,273,271
5673,7/15/2013,7,15,Monday,1,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,253,283,273,271,184
5674,7/16/2013,7,16,Tuesday,2,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,283,273,271,184,222
5675,7/17/2013,7,17,Wednesday,3,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,273,271,184,222,233
5676,7/18/2013,7,18,Thursday,4,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,271,184,222,233,231
5677,7/19/2013,7,19,Friday,5,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,184,222,233,231,235
5678,7/20/2013,7,20,Saturday,6,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,222,233,231,235,286
5679,7/21/2013,7,21,Sunday,7,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,233,231,235,286,271
5680,7/22/2013,7,22,Monday,1,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,231,235,286,271,178
5681,7/23/2013,7,23,Tuesday,2,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,235,286,271,178,223
5682,7/24/2013,7,24,Wednesday,3,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,286,271,178,223,207
5683,7/25/2013,7,25,Thursday,4,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,271,178,223,207,206
5684,7/26/2013,7,26,Friday,5,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,178,223,207,206,260
5685,7/27/2013,7,27,Saturday,6,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,223,207,206,260,271
5686,7/28/2013,7,28,Sunday,7,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,207,206,260,271,267
5687,7/29/2013,7,29,Monday,1,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,206,260,271,267,192
5688,7/30/2013,7,30,Tuesday,2,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,260,271,267,192,224
5689,7/31/2013,7,31,Wednesday,3,2013,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,271,267,192,224,214
5690,8/1/2013,8,1,Thursday,4,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,267,192,224,214,206
5691,8/2/2013,8,2,Friday,5,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,192,224,214,206,205
5692,8/3/2013,8,3,Saturday,6,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,224,214,206,205,256
5693,8/4/2013,8,4,Sunday,7,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,214,206,205,256,272
5694,8/5/2013,8,5,Monday,1,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,206,205,256,272,160
5695,8/6/2013,8,6,Tuesday,2,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,205,256,272,160,198
5696,8/7/2013,8,7,Wednesday,3,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,256,272,160,198,180
5697,8/8/2013,8,8,Thursday,4,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,272,160,198,180,199
5698,8/9/2013,8,9,Friday,5,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,160,198,180,199,216
5699,8/10/2013,8,10,Saturday,6,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,198,180,199,216,254
5700,8/11/2013,8,11,Sunday,7,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,180,199,216,254,248
5701,8/12/2013,8,12,Monday,1,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,199,216,254,248,177
5702,8/13/2013,8,13,Tuesday,2,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,216,254,248,177,219
5703,8/14/2013,8,14,Wednesday,3,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,254,248,177,219,185
5704,8/15/2013,8,15,Thursday,4,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,248,177,219,185,205
5705,8/16/2013,8,16,Friday,5,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,177,219,185,205,217
5706,8/17/2013,8,17,Saturday,6,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,219,185,205,217,256
5707,8/18/2013,8,18,Sunday,7,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,185,205,217,256,242
5708,8/19/2013,8,19,Monday,1,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,205,217,256,242,188
5709,8/20/2013,8,20,Tuesday,2,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,217,256,242,188,210
5710,8/21/2013,8,21,Wednesday,3,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,256,242,188,210,206
5711,8/22/2013,8,22,Thursday,4,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,242,188,210,206,204
5712,8/23/2013,8,23,Friday,5,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,188,210,206,204,219
5713,8/24/2013,8,24,Saturday,6,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,210,206,204,219,250
5714,8/25/2013,8,25,Sunday,7,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,206,204,219,250,231
5715,8/26/2013,8,26,Monday,1,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,204,219,250,231,174
5716,8/27/2013,8,27,Tuesday,2,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,219,250,231,174,215
5717,8/28/2013,8,28,Wednesday,3,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,250,231,174,215,202
5718,8/29/2013,8,29,Thursday,4,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,231,174,215,202,213
5719,8/30/2013,8,30,Friday,5,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,174,215,202,213,221
5720,8/31/2013,8,31,Saturday,6,2013,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,215,202,213,221,214
5721,9/1/2013,9,1,Sunday,7,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,202,213,221,214,228
5722,9/2/2013,9,2,Monday,1,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,213,221,214,228,169
5723,9/3/2013,9,3,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,221,214,228,169,166
5724,9/4/2013,9,4,Wednesday,3,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,214,228,169,166,166
5725,9/5/2013,9,5,Thursday,4,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,228,169,166,166,220
5726,9/6/2013,9,6,Friday,5,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,169,166,166,220,183
5727,9/7/2013,9,7,Saturday,6,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,166,166,220,183,219
5728,9/8/2013,9,8,Sunday,7,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,166,220,183,219,253
5729,9/9/2013,9,9,Monday,1,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,220,183,219,253,158
5730,9/10/2013,9,10,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,183,219,253,158,183
5731,9/11/2013,9,11,Wednesday,3,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,219,253,158,183,164
5732,9/12/2013,9,12,Thursday,4,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,253,158,183,164,225
5733,9/13/2013,9,13,Friday,5,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,158,183,164,225,215
5734,9/14/2013,9,14,Saturday,6,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,183,164,225,215,211
5735,9/15/2013,9,15,Sunday,7,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,164,225,215,211,192
5736,9/16/2013,9,16,Monday,1,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,225,215,211,192,155
5737,9/17/2013,9,17,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,215,211,192,155,163
5738,9/18/2013,9,18,Wednesday,3,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,211,192,155,163,186
5739,9/19/2013,9,19,Thursday,4,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,192,155,163,186,215
5740,9/20/2013,9,20,Friday,5,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,155,163,186,215,205
5741,9/21/2013,9,21,Saturday,6,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,163,186,215,205,220
5742,9/22/2013,9,22,Sunday,7,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,186,215,205,220,249
5743,9/23/2013,9,23,Monday,1,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,215,205,220,249,132
5744,9/24/2013,9,24,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,205,220,249,132,187
5745,9/25/2013,9,25,Wednesday,3,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,220,249,132,187,190
5746,9/26/2013,9,26,Thursday,4,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,249,132,187,190,176
5747,9/27/2013,9,27,Friday,5,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,132,187,190,176,193
5748,9/28/2013,9,28,Saturday,6,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,187,190,176,193,227
5749,9/29/2013,9,29,Sunday,7,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,190,176,193,227,239
5750,9/30/2013,9,30,Monday,1,2013,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,176,193,227,239,164
5751,10/1/2013,10,1,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,193,227,239,164,156
5752,10/2/2013,10,2,Wednesday,3,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,227,239,164,156,187
5753,10/3/2013,10,3,Thursday,4,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,239,164,156,187,167
5754,10/4/2013,10,4,Friday,5,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,164,156,187,167,202
5755,10/5/2013,10,5,Saturday,6,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,156,187,167,202,216
5756,10/6/2013,10,6,Sunday,7,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,187,167,202,216,218
5757,10/7/2013,10,7,Monday,1,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,167,202,216,218,156
5758,10/8/2013,10,8,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,202,216,218,156,181
5759,10/9/2013,10,9,Wednesday,3,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,216,218,156,181,169
5760,10/10/2013,10,10,Thursday,4,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,218,156,181,169,197
5761,10/11/2013,10,11,Friday,5,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,156,181,169,197,193
5762,10/12/2013,10,12,Saturday,6,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,181,169,197,193,171
5763,10/13/2013,10,13,Sunday,7,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,169,197,193,171,204
5764,10/14/2013,10,14,Monday,1,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,197,193,171,204,134
5765,10/15/2013,10,15,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,193,171,204,134,174
5766,10/16/2013,10,16,Wednesday,3,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,171,204,134,174,164
5767,10/17/2013,10,17,Thursday,4,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,204,134,174,164,153
5768,10/18/2013,10,18,Friday,5,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,134,174,164,153,204
5769,10/19/2013,10,19,Saturday,6,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,174,164,153,204,216
5770,10/20/2013,10,20,Sunday,7,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,164,153,204,216,206
5771,10/21/2013,10,21,Monday,1,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,153,204,216,206,134
5772,10/22/2013,10,22,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,204,216,206,134,156
5773,10/23/2013,10,23,Wednesday,3,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,216,206,134,156,182
5774,10/24/2013,10,24,Thursday,4,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,206,134,156,182,164
5775,10/25/2013,10,25,Friday,5,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,134,156,182,164,199
5776,10/26/2013,10,26,Saturday,6,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,156,182,164,199,204
5777,10/27/2013,10,27,Sunday,7,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,182,164,199,204,233
5778,10/28/2013,10,28,Monday,1,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,164,199,204,233,161
5779,10/29/2013,10,29,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,199,204,233,161,154
5780,10/30/2013,10,30,Wednesday,3,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,204,233,161,154,154
5781,10/31/2013,10,31,Thursday,4,2013,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,233,161,154,154,183
5782,11/1/2013,11,1,Friday,5,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,161,154,154,183,216
5783,11/2/2013,11,2,Saturday,6,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,154,154,183,216,223
5784,11/3/2013,11,3,Sunday,7,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,154,183,216,223,205
5785,11/4/2013,11,4,Monday,1,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,183,216,223,205,154
5786,11/5/2013,11,5,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,216,223,205,154,183
5787,11/6/2013,11,6,Wednesday,3,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,223,205,154,183,173
5788,11/7/2013,11,7,Thursday,4,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,205,154,183,173,222
5789,11/8/2013,11,8,Friday,5,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,154,183,173,222,213
5790,11/9/2013,11,9,Saturday,6,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,183,173,222,213,199
5791,11/10/2013,11,10,Sunday,7,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,173,222,213,199,220
5792,11/11/2013,11,11,Monday,1,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,222,213,199,220,143
5793,11/12/2013,11,12,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,213,199,220,143,182
5794,11/13/2013,11,13,Wednesday,3,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,199,220,143,182,199
5795,11/14/2013,11,14,Thursday,4,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,220,143,182,199,206
5796,11/15/2013,11,15,Friday,5,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,143,182,199,206,195
5797,11/16/2013,11,16,Saturday,6,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,182,199,206,195,210
5798,11/17/2013,11,17,Sunday,7,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,199,206,195,210,261
5799,11/18/2013,11,18,Monday,1,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,206,195,210,261,154
5800,11/19/2013,11,19,Tuesday,2,2013,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,195,210,261,154,178
